Name,Symbol,APIR Code,Morningstar Medalist Rating™,Analyst-Driven %,Data Coverage %,Medalist Rating Date,Morningstar ESG Risk Rating,Morningstar Category,Low Carbon Designation,Sustainable Investment (By Prospectus),Historical Corporate Sustainability Score,Historical Sovereign Sustainability Score,Corporate Sustainability Percent Rank,Portfolio Carbon Risk Score,Fossil Fuel % Covered Portfolio Involved,Alcohol(%),Animal Testing(%),Controversial Weapons(%),Tobacco(%),Gambling(%),Small Arms(%),Thermal Coal(%),1 Month Return (%),3 Months Return (%),6 Months Return (%),YTD Return (%),1 Year Annualised (%),3 Years Annualised (%),5 Years Annualised (%),10 Years Annualised (%),Investment Management Fee(%),TCR (P),Manager Tenure (Yrs),Fund Size (Mil),Equity StyleBox™,Fixed Income StyleBox™,Average Market Cap (Mil),Average Credit Quality,Effective Duration,Morningstar Rating,Morningstar Risk (Rel to Category),3 Year Alpha,3 Year Beta,3 Year R-Squared,3 Year Standard Deviation,3 Year Sharpe Ratio
OnePath OA TAP-OnePath Select Leaders-EF/Sel,12017,MMF0806AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.31,15.04,0,12.06,0,0,5.58,0.00,9.19,1.97,−1.21,4.28,0.76,16.07,9.24,14.26,6.47,1.15,1.16,14.83,4.71 ,Large Blend,,,,,4,2,2.71,0.75,77.12,11.52,0.51
OnePath OA TAP-OnePath Select Leaders-NEF,12018,MMF0807AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.31,15.04,0,12.06,0,0,5.58,0.00,9.19,1.97,−1.21,4.28,0.76,16.07,8.83,13.66,5.80,1.15,1.16,14.83,4.71 ,Large Blend,,,,,3,2,2.33,0.75,77.16,11.54,0.47
OnePath OA TAP-OnePath Sustainable Investments-Australian Shares-EF/Sel,12013,MMF0808AU,,,,,4,Equity Australia Large Blend,,,,,,,,,,,,,,,3.15,−0.52,4.50,1.31,15.43,7.72,13.66,6.82,1.15,1.16,,,,,,,,3,2,1.01,0.86,81.40,12.87,0.36
OnePath OA TAP-OnePath Sustainable Investments-Australian Shares-NEF,12014,MMF0809AU,,,,,4,Equity Australia Large Blend,,,,,,,,,,,,,,,3.14,−0.53,4.49,1.30,15.49,6.91,13.19,6.16,1.15,1.16,,,,,,,,3,3,0.23,0.87,81.27,13.03,0.29
OnePath OA TAP-OptiMix Australian Fixed Interest-EF/Sel,11995,MMF0818AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,1.43,2.30,4.65,3.11,7.57,2.85,−0.46,1.08,1.11,1.12,,,,,,,,3,3,0.09,0.97,86.07,5.95,−0.12
OnePath OA TAP-OptiMix Australian Fixed Interest-NEF,11996,MMF0819AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,1.43,2.30,4.65,3.11,7.57,2.47,−0.98,0.43,1.11,1.12,,,,,,,,2,3,−0.28,0.98,86.14,5.98,−0.18
OnePath OA TAP-OptiMix Australian Shares-EF/Sel,11997,MMF0822AU,,,,,,Equity Australia Large Blend,,,,,,,,,,,,,,,1.91,−2.83,0.79,−1.18,10.16,7.01,12.80,6.53,1.33,1.34,,,,,,,,3,3,0.45,0.82,77.53,12.62,0.31
OnePath OA TAP-OptiMix Australian Shares-NEF,11998,MMF0823AU,,,,,,Equity Australia Large Blend,,,,,,,,,,,,,,,1.91,−2.83,0.79,−1.18,10.16,6.61,12.21,5.86,1.33,1.34,,,,,,,,2,3,0.07,0.82,77.61,12.64,0.28
OnePath OA TAP-OptiMix Global Shares-EF/Sel,12001,MMF0830AU,,,,,,Equity World Large Blend,,,,,,,,,,,,,,,−0.79,−6.45,2.21,−3.13,11.24,13.22,13.59,9.77,1.51,1.52,,,,,,,,3,3,1.43,0.70,72.03,9.63,0.96
OnePath OA TAP-OptiMix Global Shares-NEF,12002,MMF0831AU,,,,,,Equity World Large Blend,,,,,,,,,,,,,,,−0.79,−6.45,2.21,−3.13,11.24,12.80,13.00,9.08,1.51,1.52,,,,,,,,3,3,1.04,0.70,72.08,9.64,0.92
OnePath OA TAP-OptiMix Property Securities-EF/Sel,11993,MMF0820AU,,,,,,Equity Australia Real Estate,,,,,,,,,,,,,,,5.29,−0.82,−0.42,1.54,13.34,6.77,13.63,6.32,1.33,1.34,,,,,,,,5,2,1.53,0.77,90.24,19.04,0.24
OnePath OA TAP-OptiMix Property Securities-NEF,11994,MMF0821AU,,,,,,Equity Australia Real Estate,,,,,,,,,,,,,,,5.29,−0.82,−0.42,1.54,13.34,6.37,13.04,5.65,1.33,1.34,,,,,,,,4,2,1.15,0.77,90.21,19.07,0.22
OnePath OA TAP-Perpetual Australian Shares-EF/Sel,11969,MMF0840AU,,,,,3,Equity Australia Large Value,No,No,,,,10.85,20.01,0,5.91,0,0,5.95,0.00,11.63,3.77,−0.61,0.44,0.19,5.55,4.64,13.22,6.46,1.45,1.46,8.42,113.13 ,Large Blend,,,,,3,1,−1.54,0.72,78.20,10.93,0.13
OnePath OA TAP-Perpetual Australian Shares-NEF,11970,MMF0841AU,,,,,3,Equity Australia Large Value,No,No,,,,10.85,20.01,0,5.91,0,0,5.95,0.00,11.63,3.77,−0.61,0.44,0.19,5.55,4.33,12.75,5.92,1.45,1.46,8.42,113.13 ,Large Blend,,,,,2,1,−1.85,0.72,78.28,10.94,0.10
OnePath OA TAP-Platinum International-EF/Sel,13103,MMF0939AU,,,,,3,Equity World Large Value,Yes,No,,,,7.21,4.85,4.49,14.79,0,0,0,0.00,0.00,−3.54,−2.82,−3.47,−2.69,−2.22,4.55,6.05,4.63,2.05,2.09,0.17,13.18 ,Large Blend,,,,,1,2,0.01,0.09,1.88,7.93,0.13
OnePath OA TAP-Platinum International-NEF,13104,MMF0927AU,,,,,3,Equity World Large Value,Yes,No,,,,7.21,4.85,4.49,14.79,0,0,0,0.00,0.00,−3.54,−2.82,−3.47,−2.69,−2.22,4.16,5.50,3.97,2.05,2.09,0.17,13.18 ,Large Blend,,,,,1,2,−0.38,0.10,1.94,7.93,0.08
OnePath OA TAP-Schroder Australian Equity-EF/Sel,12033,MMF0846AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.62,21.22,1.25,4.97,0,0,0,0.00,8.27,0.12,−1.27,1.13,0.37,6.62,6.28,13.46,7.25,1.35,1.36,22.00,21.76 ,Large Value,,,,,3,2,−0.17,0.80,77.03,12.29,0.26
OnePath OA TAP-Schroder Australian Equity-NEF,12034,MMF0847AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.62,21.22,1.25,4.97,0,0,0,0.00,8.27,0.12,−1.27,1.13,0.37,6.62,5.96,12.99,6.71,1.35,1.36,22.00,21.76 ,Large Value,,,,,2,2,−0.48,0.80,77.12,12.30,0.23
OnePath OA TAP-SG Hiscock Property-EF/Sel,12025,MMF0762AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,5.80,0.00,0,0,0,0,0,0.00,0.00,5.59,−0.62,−0.25,1.68,14.02,7.18,13.04,4.37,1.31,1.32,14.58,12.41 ,Mid Value,,,,,4,2,1.96,0.73,86.45,18.42,0.27
OnePath OA TAP-SG Hiscock Property-NEF,12026,MMF0763AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,5.80,0.00,0,0,0,0,0,0.00,0.00,5.59,−0.62,−0.25,1.68,14.02,6.86,12.57,3.84,1.31,1.32,14.58,12.41 ,Mid Value,,,,,3,2,1.66,0.73,86.46,18.44,0.25
OnePath OneAnswer Frontier Investment Portfolio - Barrow Hanley Concentrated Global Shares Hedged,18513,MMF1478AU,Neutral,55.00,89.00,2025-03-31,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−2.65,−3.51,−4.22,−0.10,3.14,3.33,9.93,5.19,1.20,1.20,1.58,7.59 ,Large Value,,,,,1,4,−5.39,0.90,75.97,15.14,0.05
OnePath OneAnswer Frontier Investment Portfolio - BlackRock Advantage Australian Equity,18509,MMF1943AU,Bronze,100.00,100.00,2025-03-31,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.17,−3.80,2.00,0.45,11.10,6.58,11.27,7.64,1.00,1.00,,4.25 ,,,,,,4,3,−0.51,0.98,99.38,13.31,0.27
OnePath OneAnswer Frontier Investment Portfolio - BlackRock Advantage International Equity,18510,MMF1475AU,Neutral,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.85,−7.01,3.04,−4.11,13.21,16.18,14.46,11.07,1.30,1.30,,3.83 ,,,,,,4,4,0.46,1.04,98.00,12.31,0.99
OnePath OneAnswer Frontier Investment Portfolio - First Sentier Imputation,18518,MMF1504AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,4.36,−5.26,0.59,−1.25,9.63,7.89,12.39,7.87,1.00,1.00,10.75,17.80 ,Large Blend,,,,,4,4,0.54,1.07,96.96,14.64,0.34
OnePath OneAnswer Frontier Investment Portfolio - OnePath Australian Property Securities Index,18580,MMF1574AU,Bronze,100.00,100.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,6.26,−5.05,−4.37,−0.78,8.65,4.80,11.80,7.15,0.30,0.30,,,Large Growth,,,,,3,4,−0.32,1.00,99.96,23.53,0.16
OnePath OneAnswer Frontier Investment Portfolio - OnePath Australian Shares Index,18572,MMF1566AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.58,−3.73,1.00,0.53,9.06,6.53,11.63,7.12,0.30,0.30,,,,,,,,3,4,−0.64,1.01,99.70,13.70,0.26
OnePath OneAnswer Frontier Investment Portfolio - OnePath Global Smaller Companies Shares,18553,MMF1544AU,,,,,,Equity World Mid/Small,,No,,,,,,,,,,,,,−0.61,−1.27,9.01,1.63,16.35,16.35,18.82,11.63,1.55,1.55,,11.53 ,,,,,,5,2,8.44,0.69,82.93,11.12,1.09
OnePath OneAnswer Frontier Investment Portfolio - OnePath International Shares Index,18579,MMF1572AU,Bronze,100.00,100.00,2025-03-31,3,Equity World Large Blend,,No,,,,,,,,,,,,,−1.83,−6.72,3.31,−4.20,13.80,15.13,14.28,11.38,0.30,0.30,,,,,,,,4,3,−0.07,1.00,99.95,11.73,0.95
OnePath OneAnswer Frontier Investment Portfolio - OnePath International Shares Index (Hedged),18578,MMF1573AU,Bronze,100.00,100.00,2025-03-31,3,Equity World - Currency Hedged,,No,,,,,,,,,,,,,−0.51,−6.35,−0.35,−3.13,9.62,9.72,12.67,8.73,0.30,0.30,,2.55 ,,,,,,3,3,−0.14,1.01,99.97,14.77,0.45
OnePath OneAnswer Frontier Pension - Barrow Hanley Concentrated Global Shares Hedged,18617,MMF1597AU,,,,,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−2.57,−3.25,−3.95,0.15,3.31,3.40,9.95,5.19,1.20,1.21,1.58,58.97 ,Large Value,,,,,2,5,−5.30,0.90,75.81,15.07,0.05
OnePath OneAnswer Frontier Pension - BlackRock Advantage Australian Equity,18612,MMF1591AU,Bronze,100.00,100.00,2025-03-31,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.34,−3.52,2.45,0.97,12.28,8.09,12.57,8.96,1.00,1.01,,7.12 ,,,,,,4,3,0.88,0.99,99.08,13.51,0.37
OnePath OneAnswer Frontier Pension - BlackRock Advantage International Equity,18614,MMF1593AU,Neutral,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−2.15,−7.24,2.79,−4.36,13.06,15.22,13.96,10.88,1.30,1.31,,5.87 ,,,,,,4,4,−0.07,1.01,98.11,11.95,0.94
OnePath OneAnswer Frontier Pension - First Sentier Imputation,18622,MMF1603AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,4.62,−4.86,1.22,−0.60,10.63,9.55,13.73,9.39,1.00,1.01,10.75,52.73 ,Large Blend,,,,,5,5,2.24,1.00,95.99,13.77,0.46
OnePath OneAnswer Frontier Pension - OnePath Australian Property Securities Index,18688,MMF1696AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,6.29,−5.02,−4.33,−0.75,8.68,4.82,11.76,7.15,0.30,0.31,,12.35 ,Large Growth,,,,,3,4,−0.32,1.00,100.00,23.30,0.16
OnePath OneAnswer Frontier Pension - OnePath Australian Shares Index,18680,MMF1688AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.93,19.52,0.71,7.73,0,0,2.36,0.00,9.03,3.81,−3.39,1.57,1.11,9.99,7.89,12.85,8.46,0.30,0.31,,14.50 ,Large Blend,,,,,4,3,0.74,0.97,99.84,13.08,0.36
OnePath OneAnswer Frontier Pension - OnePath Global Smaller Companies Shares,18661,MMF1665AU,,,,,,Equity World Mid/Small,,No,,,,,,,,,,,,,−0.65,−1.17,9.15,1.72,16.53,16.25,18.77,11.53,1.55,1.56,,,,,,,,3,4,8.38,0.68,82.44,11.05,1.09
OnePath OneAnswer Frontier Pension - OnePath International Shares Index,18686,MMF1694AU,,,,,2,Equity World Large Blend,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−1.83,−6.72,3.32,−4.19,13.76,14.99,14.19,11.31,0.30,0.31,,3.17 ,Large Blend,,,,,5,4,−0.09,0.99,100.00,11.60,0.95
OnePath OneAnswer Frontier Pension - OnePath International Shares Index (Hedged),18687,MMF1695AU,,,,,2,Equity World - Currency Hedged,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−0.49,−6.34,−0.34,−3.13,9.59,9.69,12.57,8.67,0.30,0.31,,,Large Blend,,,,,4,4,−0.14,1.00,99.96,14.70,0.45
OnePath OneAnswer Frontier Pension TTR - Barrow Hanley Concentrated Global Shares Hedged,42544,MMF6397AU,,,,,3,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−2.28,−2.89,−3.37,0.22,3.57,3.33,9.05,,1.20,1.21,1.58,,Large Value,,,,,2,4,−4.90,0.79,75.48,13.37,0.03
OnePath OneAnswer Frontier Pension TTR - BlackRock Advantage Australian Equity,42540,MMF4062AU,Bronze,100.00,100.00,2025-03-31,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.00,−3.10,2.37,0.93,11.26,7.53,11.37,,1.00,1.01,,,,,,,,3,3,0.64,0.88,99.12,11.96,0.36
OnePath OneAnswer Frontier Pension TTR - BlackRock Advantage International Equity,42542,MMF6030AU,Neutral,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.95,−6.37,2.79,−3.69,11.83,13.70,12.63,,1.30,1.31,,,,,,,,4,4,−0.23,0.89,98.08,10.55,0.93
OnePath OneAnswer Frontier Pension TTR - First Sentier Imputation,42549,MMF5839AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,4.15,−4.48,1.05,−0.63,9.54,8.46,12.30,,1.00,1.01,7.00,,Large Blend,,,,,4,5,1.44,0.91,96.09,12.56,0.42
OnePath OneAnswer Frontier Pension TTR - OnePath Australian Property Securities Index,42622,MMF7082AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,5.64,−4.67,−4.02,−0.78,7.77,4.17,10.38,,0.30,0.31,,,Large Growth,,,,,2,4,−1.06,0.89,99.98,20.87,0.12
OnePath OneAnswer Frontier Pension TTR - OnePath Australian Shares Index,42614,MMF6417AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.93,19.52,0.71,7.73,0,0,2.36,0.00,9.03,3.41,−3.18,1.33,0.90,8.88,6.94,11.45,,0.30,0.31,,,Large Blend,,,,,3,3,0.06,0.88,99.85,11.94,0.31
OnePath OneAnswer Frontier Pension TTR - OnePath Global Smaller Companies Shares,42590,MMF4091AU,,,,,,Equity World Mid/Small,,No,,,,,,,,,,,,,−0.51,−1.01,8.28,1.65,14.83,14.74,16.72,,1.55,1.56,,,,,,,,5,2,7.33,0.61,82.95,9.84,1.08
OnePath OneAnswer Frontier Pension TTR - OnePath International Shares Index,42620,MMF9588AU,,,,,2,Equity World Large Blend,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−1.65,−6.10,3.10,−3.75,12.73,13.73,13.00,,0.30,0.31,,,Large Blend,,,,,4,4,−0.28,0.90,99.98,10.52,0.93
OnePath OneAnswer Frontier Pension TTR - OnePath International Shares Index (Hedged),42621,MMF2670AU,,,,,3,Equity World - Currency Hedged,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−0.40,−5.69,−0.22,−2.75,9.17,8.82,11.38,,0.30,0.31,,,Large Blend,,,,,3,3,−0.45,0.90,99.95,13.21,0.43
OnePath OneAnswer Frontier Personal Super - Barrow Hanley Concentrated Global Shares Hedged,18708,MMF1718AU,,,,,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−2.30,−3.00,−3.62,0.06,3.01,3.09,8.81,4.76,1.20,1.21,1.58,58.97 ,Large Value,,,,,1,5,−5.14,0.79,75.44,13.36,0.02
OnePath OneAnswer Frontier Personal Super - BlackRock Advantage Australian Equity,18702,MMF1941AU,Bronze,100.00,100.00,2025-03-31,,Equity Australia Large Blend,,No,,,,,,,,,,,,,2.97,−3.23,2.15,0.77,10.69,7.05,11.00,7.85,1.00,1.01,,7.12 ,,,,,,4,3,0.18,0.88,99.12,11.97,0.32
OnePath OneAnswer Frontier Personal Super - BlackRock Advantage International Equity,18704,MMF1942AU,Neutral,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.95,−6.37,2.79,−3.69,11.83,13.70,12.63,9.95,1.30,1.31,,5.87 ,,,,,,4,4,−0.23,0.89,98.08,10.55,0.93
OnePath OneAnswer Frontier Personal Super - First Sentier Imputation,18713,MMF1724AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,4.15,−4.48,1.06,−0.63,9.54,8.46,12.30,8.31,1.00,1.01,10.75,52.73 ,Large Blend,,,,,5,5,1.44,0.91,96.09,12.56,0.42
OnePath OneAnswer Frontier Personal Super - OnePath Australian Property Securities Index,18774,MMF1819AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,5.64,−4.67,−4.02,−0.78,7.77,4.17,10.38,6.35,0.30,0.31,,12.35 ,Large Growth,,,,,3,4,−1.05,0.89,99.98,20.87,0.12
OnePath OneAnswer Frontier Personal Super - OnePath Australian Shares Index,18766,MMF1811AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.93,19.52,0.71,7.73,0,0,2.36,0.00,9.03,3.41,−3.18,1.33,0.90,8.88,6.94,11.45,7.53,0.30,0.31,,14.50 ,Large Blend,,,,,3,3,0.06,0.88,99.85,11.94,0.31
OnePath OneAnswer Frontier Personal Super - OnePath Global Smaller Companies Shares,18743,MMF1788AU,,,,,,Equity World Mid/Small,,No,,,,,,,,,,,,,−0.51,−1.01,8.28,1.65,14.82,14.74,16.72,10.32,1.55,1.56,,,,,,,,4,1,7.33,0.61,82.95,9.84,1.08
OnePath OneAnswer Frontier Personal Super - OnePath International Shares Index,18772,MMF1817AU,,,,,2,Equity World Large Blend,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−1.65,−6.10,3.10,−3.75,12.73,13.73,13.00,10.52,0.30,0.31,,3.17 ,Large Blend,,,,,4,3,−0.28,0.90,99.98,10.52,0.93
OnePath OneAnswer Frontier Personal Super - OnePath International Shares Index (Hedged),18773,MMF1818AU,,,,,2,Equity World - Currency Hedged,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−0.40,−5.69,−0.22,−2.75,9.17,8.82,11.38,7.90,0.30,0.31,,,Large Blend,,,,,3,3,−0.45,0.90,99.95,13.21,0.43
OnePath OneAnswer Investment Portfolio - Barrow Hanley Concentrated Global Shares Hedged -EF/Sel,9004,MMF0405AU,Neutral,55.00,89.00,2025-03-31,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−0.68,2.56,−3.72,2.56,−9.99,−5.14,7.82,3.07,1.44,1.44,1.58,7.59 ,Large Value,,,,,,,−11.28,0.82,59.13,16.27,−0.47
OnePath OneAnswer Investment Portfolio - Barrow Hanley Concentrated Global Shares Hedged -NE,9005,MMF0418AU,Negative,55.00,89.00,2025-03-31,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−2.75,−3.80,−4.78,−0.49,1.95,−0.19,7.10,2.95,2.29,2.29,1.58,7.59 ,Large Value,,,,,1,4,−8.34,0.82,65.33,14.85,−0.19
OnePath OneAnswer Investment Portfolio - BlackRock Advantage Australian Equity -EF/Sel,11929,MMF0721AU,Neutral,100.00,100.00,2025-03-31,,Equity Australia Large Blend,,No,,,,,,,,,,,,,−3.14,−2.99,−2.71,−2.99,2.73,3.50,11.25,5.99,1.34,1.34,,4.25 ,,,,,,,,−1.88,0.88,96.95,12.00,0.04
OnePath OneAnswer Investment Portfolio - BlackRock Advantage Australian Equity -NE,11930,MMF0722AU,Neutral,100.00,100.00,2025-03-31,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.07,−4.08,1.39,0.06,9.80,5.32,9.88,6.03,2.19,2.19,,4.25 ,,,,,,2,3,−1.70,0.98,99.38,13.30,0.18
OnePath OneAnswer Investment Portfolio - BlackRock Advantage International Equity -EF/Sel,10278,MMF0546AU,Neutral,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.86,−7.04,2.96,−4.22,13.00,15.82,14.09,10.49,1.44,1.44,,3.83 ,,,,,,4,4,0.10,1.05,97.58,12.40,0.96
OnePath OneAnswer Investment Portfolio - BlackRock Advantage International Equity -NE,10279,MMF0547AU,Neutral,100.00,100.00,2025-03-31,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.93,−7.24,2.53,−4.43,12.05,15.19,13.34,9.67,2.29,2.29,,3.83 ,,,,,,3,4,−0.46,1.05,97.68,12.40,0.91
OnePath OneAnswer Investment Portfolio - First Sentier Imputation -EF/Sel,8993,MMF0396AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,−4.16,−5.77,−5.82,−5.77,0.39,3.85,12.05,5.92,1.44,1.44,10.75,17.80 ,Large Blend,,,,,,,−1.59,0.96,93.38,13.34,0.08
OnePath OneAnswer Investment Portfolio - First Sentier Imputation -NE,8994,MMF0411AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,4.24,−5.57,−0.01,−1.70,8.19,6.46,10.84,6.12,2.29,2.29,10.75,17.80 ,Large Blend,,,,,2,4,−0.78,1.06,96.95,14.55,0.25
OnePath OneAnswer Investment Portfolio - OnePath Australian Property Securities Index -EF/Sel,13044,MMF0897AU,Bronze,100.00,100.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,−4.82,−6.67,−12.39,−6.67,−9.55,−0.07,11.10,4.83,0.48,0.48,,4.89 ,Large Growth,,,,,,,−3.45,0.85,88.73,20.88,−0.07
OnePath OneAnswer Investment Portfolio - OnePath Australian Property Securities Index -NE,13045,MMF0886AU,Neutral,100.00,100.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.37,0.00,0,0,0,0,0,0.00,0.00,6.17,−5.29,−4.86,−1.12,7.52,3.71,10.57,5.71,1.33,1.33,,4.89 ,Large Growth,,,,,2,3,−1.38,1.00,100.00,23.36,0.11
OnePath OneAnswer Investment Portfolio - OnePath Australian Shares Index -EF/Sel,13040,MMF0895AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,,No,,,,,,,,,,,,,−3.41,−3.57,−5.08,−3.57,−1.89,0.28,9.45,4.43,0.53,0.53,,,,,,,,,,−4.58,0.68,64.24,11.46,−0.24
OnePath OneAnswer Investment Portfolio - OnePath Australian Shares Index -NE,13041,MMF0884AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.49,−3.99,0.46,0.17,7.89,5.38,10.35,5.63,1.38,1.38,,,,,,,,2,3,−1.71,1.00,99.96,13.54,0.18
OnePath OneAnswer Investment Portfolio - OnePath Global Smaller Companies Shares -EF/Sel,10327,MMF0598AU,,,,,,Equity World Mid/Small,,No,,,,,,,,,,,,,−0.48,1.92,12.93,1.92,6.39,12.44,17.68,9.34,1.69,1.69,,11.53 ,,,,,,,,7.42,0.28,11.53,12.09,0.74
OnePath OneAnswer Investment Portfolio - OnePath Global Smaller Companies Shares -NE,10328,MMF0599AU,,,,,,Equity World Mid/Small,,No,,,,,,,,,,,,,−0.69,−1.50,8.49,1.31,15.20,15.19,17.57,10.21,2.54,2.54,,11.53 ,,,,,,5,2,7.44,0.69,82.89,11.11,1.00
OnePath OneAnswer Investment Portfolio - OnePath International Shares Index -EF/Sel,8991,MMF0395AU,Bronze,100.00,100.00,2025-03-31,2,Equity World Large Blend,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−4.65,−2.44,9.24,−2.44,1.99,7.54,10.96,8.79,0.47,0.47,,2.28 ,Large Blend,,,,,,,−2.19,0.62,32.50,12.72,0.35
OnePath OneAnswer Investment Portfolio - OnePath International Shares Index (Hedged) -EF/Sel,13042,MMF0896AU,Bronze,100.00,100.00,2025-03-31,3,Equity World - Currency Hedged,,No,,,,,,,,,,,,,−5.03,−2.68,−0.91,−2.68,−2.14,1.86,11.28,6.73,0.47,0.47,,2.55 ,,,,,,,,−3.67,0.67,45.07,15.39,−0.04
OnePath OneAnswer Investment Portfolio - OnePath International Shares Index (Hedged) -NE,13043,MMF0885AU,Bronze,100.00,100.00,2025-03-31,3,Equity World - Currency Hedged,,No,,,,,,,,,,,,,−0.59,−6.58,−0.85,−3.45,8.51,8.60,11.44,7.28,1.32,1.32,,2.55 ,,,,,,3,3,−1.17,1.01,99.97,14.76,0.38
OnePath OneAnswer Investment Portfolio - OnePath International Shares Index -NE,8992,MMF0410AU,Neutral,100.00,100.00,2025-03-31,2,Equity World Large Blend,No,No,,,,7.22,9.19,0.64,18.64,1.75,0.76,0.27,1.28,0.50,−1.91,−6.95,2.79,−4.51,12.65,13.96,13.04,9.90,1.32,1.32,,2.28 ,Large Blend,,,,,3,3,−1.06,1.00,99.98,11.67,0.87
OnePath OneAnswer Term Allocated Pension - Barrow Hanley Concentrated Global Shares Hedged -EF/Sel,11975,MMF0760AU,,,,,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−3.37,−3.07,−4.37,−0.61,2.50,2.92,9.73,4.34,1.35,1.36,1.58,58.97 ,Large Value,,,,,1,4,−4.62,0.68,62.43,12.54,0.00
OnePath OneAnswer Term Allocated Pension - Barrow Hanley Concentrated Global Shares Hedged -NE,11976,MMF0761AU,,,,,2,Equity World - Currency Hedged,No,No,,,,10.89,15.25,0,11.41,3.92,0,0,3.92,0.00,−3.37,−3.07,−4.37,−0.61,2.50,2.61,9.27,3.81,1.35,1.36,1.58,58.97 ,Large Value,,,,,1,4,−4.92,0.68,62.55,12.55,−0.03
